llm_name,sentence,n_items,spearman_rho
DeepSeek-Coder-1.3B,The guilty children fled to avoid their mother's,20,0.4259049495211402
DeepSeek-Coder-1.3B,The man quietly cried as he read his father's,12,0.15619333647317515
DeepSeek-Coder-1.3B,Marissa had been distracted by him when she,37,0.4447544158981098
DeepSeek-Coder-1.3B,Tom cried out when Tory poked him in the,12,-0.40682915546501436
DeepSeek-Coder-1.3B,The beautiful view was obscured by the,19,0.39391649260788447
DeepSeek-Coder-1.3B,Winston's first attempt at sewing was sadly a complete,8,0.8878560065057218
DeepSeek-Coder-1.3B,One mild tasting herb used in cooking is the,39,0.5922426648898135
DeepSeek-Coder-1.3B,After a run Ricky's face is always,8,0.4811252243246882
DeepSeek-Coder-1.3B,The child scraped his legs after he,7,-0.07881104062391006
DeepSeek-Coder-1.3B,Kyle got frustrated because his mother struggled to,33,0.47286083479351343
DeepSeek-Coder-1.3B,The pilot had trouble seeing due to the thick,8,0.545544725589981
DeepSeek-Coder-1.3B,Every time Max got a vaccination he would,24,0.010474937596563504
DeepSeek-Coder-1.3B,It was so cloudy outside Joseph couldn't see the,20,0.5193795285929851
DeepSeek-Coder-1.3B,Julia fastened the scarf around her neck with a,17,0.32975633016462425
DeepSeek-Coder-1.3B,"Ali disliked her boss, a man she had come to",16,0.1503251378140846
DeepSeek-Coder-1.3B,Tom was thrilled to be appointed the new,27,0.41707220191029704
DeepSeek-Coder-1.3B,The jewelry in the unlocked case was easy to,16,0.268594735566124
DeepSeek-Coder-1.3B,The pool was expansive and took a while to,15,0.21970302110886047
DeepSeek-Coder-1.3B,To clear her mind Daniella went to the,22,0.34876249502477175
DeepSeek-Coder-1.3B,The old nun who usually punished the kids was,35,0.2869526403478669
DeepSeek-Coder-1.3B,He knew Agatha was ill when he heard her,20,0.08919276330036006
DeepSeek-Coder-1.3B,The group's mistakes made the entire heist a,24,0.36622679432022837
DeepSeek-Coder-1.3B,Margie has the time management skills that many students,19,0.2638159961577002
DeepSeek-Coder-1.3B,Nina had no confidence and always expected to,6,0.7775419143502353
DeepSeek-Coder-1.3B,There were so many colors it was hard to,20,0.6147609803625337
DeepSeek-Coder-1.3B,"Every morning, before work, the man had to",31,0.30301563637295653
DeepSeek-Coder-1.3B,The baby's ice cream was snatched up by the,25,0.25418077782469817
DeepSeek-Coder-1.3B,Domingo forgot to retrieve his items from the,35,-0.057508233883927375
DeepSeek-Coder-1.3B,The other men greeted him and got him a,26,0.42941992722395034
DeepSeek-Coder-1.3B,"Fran loved her grandmother's cobblers, and her favorite was",11,0.15793849317849798
DeepSeek-Coder-1.3B,"Every Saturday morning, Abby goes on a light",8,0.3559957467016714
DeepSeek-Coder-1.3B,Annie's goal was just too difficult to,18,0.539765677693205
DeepSeek-Coder-1.3B,To break into the building he waited till,12,0.28882558083987103
DeepSeek-Coder-1.3B,The young man looked quite old because of his,33,0.31240778824488546
DeepSeek-Coder-1.3B,All of the wet paper had rolled into a,12,0.05079752989340268
DeepSeek-Coder-1.3B,"Molly wasn't wearing glasses, so she couldn't see the",37,0.2852674823568984
DeepSeek-Coder-1.3B,After Jonah got upset the evening went,23,-0.07483539283094069
DeepSeek-Coder-1.3B,They had hope for several fish but there were,14,0.2783520655547619
DeepSeek-Coder-1.3B,The big friendly dog wetted her face with his,13,0.4697138903340327
DeepSeek-Coder-1.3B,The award-winning pizza had a delicious and soft,5,0.8720815992723809
DeepSeek-Coder-1.3B,At work Karen listens to music to stay,16,0.3741657386773942
DeepSeek-Coder-1.3B,The room was so crowded Thomas couldn't,14,0.12611484110094656
DeepSeek-Coder-1.3B,After church the elderly women love to,19,0.4694354295063976
DeepSeek-Coder-1.3B,The living room was spacious but lacked a,30,0.4452335160724148
DeepSeek-Coder-1.3B,The husband set multiple traps to catch the pesky,18,0.19903955555973535
DeepSeek-Coder-1.3B,"Over the summer, Tyler wanted something to",18,0.17650137285288628
DeepSeek-Coder-1.3B,Mandy left Jake alone after she was issued the,18,0.04635682524886943
DeepSeek-Coder-1.3B,The baseball hit the batter's chest and broke his,10,-0.06827887419989188
DeepSeek-Coder-1.3B,Christine knew she would be coming home to a,18,0.3778405019310952
DeepSeek-Coder-1.3B,"The children enjoyed the hotel's pool, which wasn't very",15,0.6470281752775341
DeepSeek-Coder-1.3B,"While in space, the astronaut was impressed by the",21,0.3179241222454317
DeepSeek-Coder-1.3B,Mealtime was difficult after the baby began to,15,0.1435209010117946
DeepSeek-Coder-1.3B,The farmers were drunk off the sweet homemade,16,0.07925043123130149
DeepSeek-Coder-1.3B,Claire moved into her apartment soon after signing the,3,-0.5
DeepSeek-Coder-1.3B,Some clothing types don't last long because they easily,18,0.6021040756773487
DeepSeek-Coder-1.3B,"When examining the child's hair, the nurse found a",18,-0.12489122497036474
DeepSeek-Coder-1.3B,Zeke was far too tired to go to the,25,0.6335076595682209
DeepSeek-Coder-1.3B,Alexander just knew that he would win the big,18,0.49912617151077443
DeepSeek-Coder-1.3B,"If Clara doesn't like those shoes, maybe she'll like",20,0.5021517484507725
DeepSeek-Coder-1.3B,Leah claimed that the fanatic was not mentally,20,0.0008068321353212929
DeepSeek-Coder-1.3B,Even the hosts admitted their party had gotten too,19,0.22646086458627024
DeepSeek-Coder-1.3B,The thunderclap shook the tree with a loud,14,0.4743489051076386
DeepSeek-Coder-1.3B,Napa Valley in California is known for making,6,0.39279220242478635
DeepSeek-Coder-1.3B,On weekends he often drank more than he,11,0.4767312946227961
DeepSeek-Coder-1.3B,The teacher told the talking students to,18,-0.12337662337662336
DeepSeek-Coder-1.3B,At dinner the rolls were her favorite thing to,6,-0.030358837035945815
DeepSeek-Coder-1.3B,"As a toddler, when Marcus threw tantrums he would",15,0.4889363585239532
DeepSeek-Coder-1.3B,The house was condemned after the police did a,9,0.28942722045797453
DeepSeek-Coder-1.3B,The young man was usually groggy when he,9,-0.3369302785126566
DeepSeek-Coder-1.3B,When the trip ended they were all sad to,6,0.9710083124552246
DeepSeek-Coder-1.3B,The student did not think the answer was,15,0.612696699650579
DeepSeek-Coder-1.3B,With everyone watching Mike had to try not to,24,0.41012214963618665
DeepSeek-Coder-1.3B,"At the flea market, Grant sold popcorn at a",14,-0.19741423193979446
DeepSeek-Coder-1.3B,The yarn was woven into textiles using the,14,-0.06403418801472845
DeepSeek-Coder-1.3B,Arnold ruled a small state as a noble,33,0.43068286255304955
DeepSeek-Coder-1.3B,The thirsty hikers drank water from the,14,0.17497757200977623
DeepSeek-Coder-1.3B,Daniel backed his car into the base of the basketball,16,0.5412501091660572
DeepSeek-Coder-1.3B,The dog napped on the carpet because it was,16,0.47523373293096555
DeepSeek-Coder-1.3B,The teenager was shocked by the expensive room service,19,0.1710662292202954
DeepSeek-Coder-1.3B,Mimi hadn't yelled yet but she was on the,12,0.4851514503993175
DeepSeek-Coder-1.3B,To provide for his family the young man would,14,0.5693632113365071
DeepSeek-Coder-1.3B,"When spring arrived, Tom uncovered the chairs on the",8,-0.4439280032528609
DeepSeek-Coder-1.3B,The brain surgery entailed removing an entire,20,0.23077009911049884
DeepSeek-Coder-1.3B,Miranda usually wore her hair up in a,5,0.8720815992723809
DeepSeek-Coder-1.3B,The young girl begged her mother to adopt a,10,0.8693238209803671
DeepSeek-Coder-1.3B,The farmers won a blue ribbon for their fat,10,0.3438370336713392
DeepSeek-Coder-1.3B,The sunny weather tempted Sarah to go to the,6,0.7714285714285715
DeepSeek-Coder-1.3B,The school sent Caitlyn home with a case of,27,0.1516934862385867
DeepSeek-Coder-1.3B,The athlete believed finishing second wasn't a great,23,0.2351678824258101
DeepSeek-Coder-1.3B,Jim felt guilty after he committed a,8,0.39282289291218914
DeepSeek-Coder-1.3B,The chess expert won the game by moving his,8,0.43915503282683993
DeepSeek-Coder-1.3B,Griffin remembered to bring the cake but forgot the,21,0.22370850655567057
DeepSeek-Coder-1.3B,"The wedding dress was too small, and refused to",17,0.4349343300426573
DeepSeek-Coder-1.3B,The boxer fell to the ground after one,4,-0.39999999999999997
DeepSeek-Coder-1.3B,The contractor came to the house to repair the,26,0.47886366648938333
DeepSeek-Coder-1.3B,To blow off steam Adam usually goes to the,10,0.5598867684391134
DeepSeek-Coder-1.3B,The brilliant yet clumsy scientist broke a glass test,9,-0.21783245945486837
DeepSeek-Coder-1.3B,Calvin was intrigued to learn bricks were made from,14,0.3687339843833414
DeepSeek-Coder-1.3B,The boy's father called the white sea bird a,22,-0.05689982707258595
DeepSeek-Coder-1.3B,The driver turned the car on and started heading,11,0.277134719889148
DeepSeek-Coder-1.3B,The Olympic athlete got a medal after placing,3,-0.8660254037844387
DeepSeek-Coder-1.3B,"While biking, Julia's shoelace got caught in the",9,-0.4746444525345673
DeepSeek-Coder-1.3B,The sugar content in Ivy's cake was too,9,0.7224222722161461
DeepSeek-Coder-1.3B,The lake was closed because the water was,29,0.26932339076867085
DeepSeek-Coder-1.3B,"While cooking, Luke accidentally cut himself with a",3,0.8660254037844387
DeepSeek-Coder-1.3B,"The pancake batter had flour, eggs, butter, and",10,0.7339788222095949
DeepSeek-Coder-1.3B,The teen said her party had to have a,21,-0.0847833245903162
DeepSeek-Coder-1.3B,After his episode everyone thought the man was,18,0.36707150471132327
DeepSeek-Coder-1.3B,It takes a lot of time and money to straighten one's,19,0.3955119898677375
DeepSeek-Coder-1.3B,"The counties in Britain all share the same suffix,",40,0.5295260923539268
DeepSeek-Coder-1.3B,The brave fireman was rewarded for his heroic,16,-0.03807508866784673
DeepSeek-Coder-1.3B,Elena was caught off guard by the big,28,0.2655609828802294
DeepSeek-Coder-1.3B,"After straining his head, Arthur felt pain at his",8,0.20025046972870358
DeepSeek-Coder-1.3B,It frightened the girl scouts when they heard the wolf,5,0.9486832980505137
DeepSeek-Coder-1.3B,The boy thought he could swim faster with a,41,0.04649734417039754
DeepSeek-Coder-1.3B,The winner was so excited that he did a,11,-0.042072614550380576
DeepSeek-Coder-1.3B,The child looked outside and watched the flying,21,0.10238745894006628
DeepSeek-Coder-1.3B,Unfortunately the mission turned out to be a,17,0.002746175181905449
DeepSeek-Coder-1.3B,"In the summer, the mare was supposed to",21,0.05107686003258689
DeepSeek-Coder-1.3B,Marcus was angry when he was awoken by the,38,0.21700152566102948
DeepSeek-Coder-1.3B,John accomplished the difficult task with sheer,34,0.37005625617742954
DeepSeek-Coder-1.3B,The woman said she had finally found,19,0.12605734304261593
DeepSeek-Coder-1.3B,All the gentlemen wanted to dance with the ball's,22,-0.1958582056179785
DeepSeek-Coder-1.3B,The baby started to cry because it had to,15,0.18131016690571056
DeepSeek-Coder-1.3B,The driver was concerned about the heavy,14,0.47119589406452056
DeepSeek-Coder-1.3B,"Constantly fooled by others, Erwin was considered a",33,0.02180556522656002
DeepSeek-Coder-1.3B,The cowboy had a dark bruise from a horse's,7,-0.5765999761251578
DeepSeek-Coder-1.3B,Marlena thought Jack's behavior was out of,10,-0.06154574548966636
DeepSeek-Coder-1.3B,At the street corner there was a beautiful,34,0.4624320821608759
DeepSeek-Coder-1.3B,Many tourists visited the zoo to see the newborn,23,0.29214656704872394
DeepSeek-Coder-1.3B,Sadly Mark was sentenced to jail for one,8,0.7733700704208722
DeepSeek-Coder-1.3B,Paul waited patiently for hours to see the,37,0.4064961593582478
DeepSeek-Coder-1.3B,"After three hours of hiking, the campers began to",18,-0.27340379549550264
DeepSeek-Coder-1.3B,Sharing is an important concept for kids to,8,0.7325886315065459
DeepSeek-Coder-1.3B,The businessman's goal was to be powerful and,15,0.5756557111215702
DeepSeek-Coder-1.3B,She arrived at the house riding a beautiful,14,0.44739379520191036
DeepSeek-Coder-1.3B,The silly game required using one leg to,11,0.6670269694207924
DeepSeek-Coder-1.3B,It was tiring to move into the new,10,0.7574031088957788
DeepSeek-Coder-1.3B,Out of the brown egg hatched a tiny yellow,11,0.43169854802122787
DeepSeek-Coder-1.3B,"After seeing the bill, Ruth forgot to",12,0.2651318963626133
DeepSeek-Coder-1.3B,"Natalie was recognized by her accent, which was quite",33,0.425521788481845
DeepSeek-Coder-1.3B,The screaming children ran from the flying,38,0.22248947066472943
DeepSeek-Coder-1.3B,Every year the couple celebrates the day they first,6,0.753702346348183
DeepSeek-Coder-1.3B,"To declutter her closet, Hannah bought a shoe",7,0.594618725379069
DeepSeek-Coder-1.3B,"Joanne's drink contained pineapple juice, orange peel, and",36,0.4235779772800249
DeepSeek-Coder-1.3B,The vassal remained a loyal subject to his,23,0.003943459718072249
DeepSeek-Coder-1.3B,The man tried very hard not to slip or,4,0.7999999999999999
DeepSeek-Coder-1.3B,"A crowd formed at the beach, curious about the",27,-0.016044745817580485
DeepSeek-Coder-1.3B,Her chore is going to the garden to,21,0.29923095394455984
DeepSeek-Coder-1.3B,The accused criminal was served with a,13,0.5534161756179405
DeepSeek-Coder-1.3B,Be careful when driving with a lot of,24,0.5889436235237652
DeepSeek-Coder-1.3B,The farmhand laughed when the goat gave him a,27,0.2652014305348986
DeepSeek-Coder-1.3B,"Annabelle was so angry, she began to",16,0.7149984851364429
DeepSeek-Coder-1.3B,The kind nun believed that drinking was a,11,0.5405899027195887
DeepSeek-Coder-1.3B,"The villagers shunned the eccentric girl, calling her a",34,0.38269498760301873
DeepSeek-Coder-1.3B,The room looked better once paintings were on the,6,0.6546536707079772
DeepSeek-Coder-1.3B,Helen removed the paint from her face with a,11,-0.6715494668193737
DeepSeek-Coder-1.3B,Tegan liked driving but thought it was scary to,22,0.14668857512571892
DeepSeek-Coder-1.3B,The assistant shouted in pain after stepping on a,16,-0.197709615212459
DeepSeek-Coder-1.3B,Eva is constantly complimented on her trendy,20,0.5441827265994844
DeepSeek-Coder-1.3B,The heavy door opened with one final,20,0.14800989434113127
DeepSeek-Coder-1.3B,The farmer used the extra corn he had as,26,0.6282300136074607
DeepSeek-Coder-1.3B,She liked the mango drink because it had,35,0.4067274801477134
DeepSeek-Coder-1.3B,Everyone knows that a cold can be cured with,29,0.10231501635216045
DeepSeek-Coder-1.3B,"In the Middle Ages, troubadours sang and played the",25,0.34197440747093927
DeepSeek-Coder-1.3B,The jagged iceberg struck the large ship's,11,0.549616752557307
DeepSeek-Coder-1.3B,"After returning to his bedroom, the monk removed his",19,0.3902840471078732
DeepSeek-Coder-1.3B,The kids claimed eating brussel sprouts would make them,22,0.2512147329946755
DeepSeek-Coder-1.3B,Michelle went to the sink and filled up her,11,0.18341443127986048
DeepSeek-Coder-1.3B,"After buying the shed, Calvin needed a truck to",19,0.5013574715872151
DeepSeek-Coder-1.3B,The case landed on the floor with a soft,22,0.4778887257246562
DeepSeek-Coder-1.3B,They didn't agree with the concepts the school,31,0.36007963138082566
DeepSeek-Coder-1.3B,St. Bernards are known for having heaving,36,0.2282711490385551
DeepSeek-Coder-1.3B,The brother's job was to deliver all the,23,0.10935046646537477
DeepSeek-Coder-1.3B,"After stubbing her toe, the woman let slip a",26,0.4408470904019428
DeepSeek-Coder-1.3B,The woman called the pickpocket a dirty,21,0.12466693644760059
DeepSeek-Coder-1.3B,The ugly bird had trouble finding a,10,0.3011195168039364
DeepSeek-Coder-1.3B,Megan couldn't stop laughing from the funny,15,0.09421683286017896
DeepSeek-Coder-1.3B,The necklaces were what the thief intended to,6,0.26482044885142486
DeepSeek-Coder-1.3B,The girl said she was sad and needed a,16,0.3028314512783612
DeepSeek-Coder-1.3B,"After returning home, Sharon hung her jacket on the",12,0.485826235154065
DeepSeek-Coder-1.3B,"In Copenhagen, Renee befriended an extremely cute",20,0.43679357215763454
DeepSeek-Coder-1.3B,Mother said he couldn't bring the cup without a,26,-0.21592487894365858
DeepSeek-Coder-1.3B,The frightened children believed the monster costume was,4,0.39999999999999997
DeepSeek-Coder-1.3B,When she examined the bag she found a secret,24,0.10183856277171638
DeepSeek-Coder-1.3B,The word confused the girl because its meaning was,27,0.5534447526843889
DeepSeek-Coder-1.3B,Callie woke up early because of the bird's loud,12,0.6936791729759388
DeepSeek-Coder-1.3B,To visit a different site just open a new,17,0.6892899706582677
DeepSeek-Coder-1.3B,Violet was a new driver and she would usually,32,0.3163056793273081
DeepSeek-Coder-1.3B,Andre said his car desperately needed a,26,-0.009685946975162436
DeepSeek-Coder-1.3B,"As a reward, the king granted his subject a",46,0.13792928635193977
DeepSeek-Coder-1.3B,The figure skater was spinning like a,12,-0.5588866721924154
DeepSeek-Coder-1.3B,"Before bedtime, the elderly man had to take a",16,0.26185440928346493
DeepSeek-Coder-1.3B,His nephew wanted a dog but not a,13,0.553133980780464
DeepSeek-Coder-1.3B,"On the short boat ride, Mariel lost her",28,0.2230685929581454
DeepSeek-Coder-1.3B,"While on their camping trip, they saw a bear",24,0.32363362633678217
DeepSeek-Coder-1.3B,The farmer discovered that the chickens escaped from the,11,0.4125321882279135
DeepSeek-Coder-1.3B,"In her free time, Meredith really liked to",20,0.5412249238090368
DeepSeek-Coder-1.3B,"For many people, being late to meetings is a",40,0.29118675297264984
DeepSeek-Coder-1.3B,The pen didn't work because it was missing its,11,0.8581163303210331
DeepSeek-Coder-1.3B,Natalie had to stay at home because she was just a,35,0.4202749587149264
DeepSeek-Coder-1.3B,The ice was too cold to even,20,0.4511760454426611
DeepSeek-Coder-1.3B,Alexander cried when his brother called him,29,0.4825786269542582
DeepSeek-Coder-1.3B,"Before heading downstirs, Quinn put on her",20,0.5339829029258361
DeepSeek-Coder-1.3B,Tim hated going to work because his boss was,25,0.30811965811965814
DeepSeek-Coder-1.3B,The football practice was canceled due to extreme,10,0.7510676161988107
DeepSeek-Coder-1.3B,The child could identify the figure's color and,12,0.707278114977058
DeepSeek-Coder-1.3B,"At her new school, Sandra finally found her",31,0.23903749889598705
DeepSeek-Coder-1.3B,The toddler needed his mother to be,35,0.45768030358222334
DeepSeek-Coder-1.3B,The sandwich left under Henry's bed started to,10,0.3439179697143973
DeepSeek-Coder-1.3B,The exhausted hunters returned with a fat,26,0.3732191938431542
DeepSeek-Coder-1.3B,The sales pitch was convincing but Sam still felt,32,0.5705799370897368
DeepSeek-Coder-1.3B,The college students were excited about the,36,0.2676517652506543
DeepSeek-Coder-1.3B,The store had no camera and was easy to,11,-0.3668369910333889
DeepSeek-Coder-1.3B,The town shunned him once he was outed as a,39,0.4044634580548023
DeepSeek-Coder-1.3B,The intense sourness of the fruit made him,20,-0.2813869556606124
DeepSeek-Coder-1.3B,Jacob and his wife liked to take long walks by the,14,0.6718021182938116
DeepSeek-Coder-1.3B,It had always been important to Shelby to stay,34,0.36818967591072127
DeepSeek-Coder-1.3B,The mother was unhappy when her child joined the,19,0.43135271287806703
DeepSeek-Coder-1.3B,Alexander placed the car key in the,26,0.19920677784422408
DeepSeek-Coder-1.3B,Jake could not choose because he really wanted,20,0.242309753063481
DeepSeek-Coder-1.3B,The queen wasn't demanding so she was easy to,17,0.06244205914840525
DeepSeek-Coder-1.3B,Finn returned the lost wallet because he wasn't a,9,0.43817804600413285
DeepSeek-Coder-1.3B,The general delivered the speech with great,37,0.29115025094434843
DeepSeek-Coder-1.3B,"When drawing, Kayla tried not to smudge the",19,0.07161365537958533
DeepSeek-Coder-1.3B,Many colleagues complimented Ashley on her new,26,0.5229234641093456
DeepSeek-Coder-1.3B,"While fishing, Ryan dropped the worm which began to",14,-0.04934828456007395
DeepSeek-Coder-1.3B,"Every day, the family worked in their vegetable",5,0.6155870112510925
DeepSeek-Coder-1.3B,James had to see his doctor about his,50,0.31892420321812565
DeepSeek-Coder-1.3B,"Before they're even one year old, babies usually",16,0.3222712622194854
DeepSeek-Coder-1.3B,"After a tiring school day, the child needed a",8,0.5033043315437423
DeepSeek-Coder-1.3B,The politicians were trying to avoid a full out,24,0.36964737961607685
DeepSeek-Coder-1.3B,"After spotting the birds, the boy had a mischevious",10,0.42334475220649564
DeepSeek-Coder-1.3B,The trainer was worried about his runner's,34,0.27763759283638484
DeepSeek-Coder-1.3B,Many women are very conscious of their,14,0.3987495813289469
DeepSeek-Coder-1.3B,The absolute worst emotion of them all is,19,0.27583130058243344
DeepSeek-Coder-1.3B,The soldier wasn't sure if the bomb was still,14,0.4752809612627499
DeepSeek-Coder-1.3B,The large pothole in the rode made the driver,24,-0.036638572663265014
DeepSeek-Coder-1.3B,All the ladies think the principal is a real,35,-0.05756841046860519
DeepSeek-Coder-1.3B,The teacher yelled at Max for calling Cooper a,43,0.3229498707518313
DeepSeek-Coder-1.3B,Observers cried when they heared the mourning,36,0.09095362711816408
DeepSeek-Coder-1.3B,The employee always forgot to wear her,26,0.030208637963311465
DeepSeek-Coder-1.3B,The starving boy never got to eat his,17,0.77610469905465
DeepSeek-Coder-1.3B,The tourists got lost because they couldn't follow the,7,0.4504687313477795
DeepSeek-Coder-1.3B,Jay had surgery to repair a hole in his,21,0.4648029903253686
DeepSeek-Coder-1.3B,The old barge could be seen moving through the,21,0.1277547099317936
DeepSeek-Coder-1.3B,The lawyer shredded the contract after it was declared,15,0.12560585590243523
DeepSeek-Coder-1.3B,The woman wasn't sure when the baby was,16,0.10983867511803277
DeepSeek-Coder-1.3B,During this season the adult deer usually,23,0.0644946690615325
DeepSeek-Coder-1.3B,The child was very excited to get a pet,22,0.5587545802300771
DeepSeek-Coder-1.3B,The rock band celebrated after their first,12,0.387561797305233
DeepSeek-Coder-1.3B,To tend to the wound he applied a gauze,18,0.32102389729045594
DeepSeek-Coder-1.3B,Karen lost lots of money after losing a foolish,4,0.7745966692414834
DeepSeek-Coder-1.3B,The generous boy always racked up a large,25,-0.21217391998455104
DeepSeek-Coder-1.3B,The elite country club was luxurious and,39,0.11052669398723339
DeepSeek-Coder-1.3B,Jerry wanted to weave yarn so he needed a,25,0.3125501790510142
DeepSeek-Coder-1.3B,The two young brothers' least favorite drink was,24,0.7140834475972154
DeepSeek-Coder-1.3B,The scuba divers really enjoyed exploring the,13,0.26818258204931
DeepSeek-Coder-1.3B,She said her grandmothers words were words to,30,0.2952028980207142
DeepSeek-Coder-1.3B,The wolves approached the campsite in a,21,0.47197311055488655
DeepSeek-Coder-1.3B,The captivated children watched the steam engine,28,0.5522036714377601
DeepSeek-Coder-1.3B,The designer didn't think the model's pants matched the,19,0.5088657032964784
DeepSeek-Coder-1.3B,"For his grandfather's funeral, Oscar composed a",11,0.2991830368027063
DeepSeek-Coder-1.3B,The teacher was concerned when the star student didn't,25,0.13974751052602966
DeepSeek-Coder-1.3B,The younger kids couldn't sit still during,32,0.310690903644728
DeepSeek-Coder-1.3B,Ashley righteously declared that stealing was a,9,0.7607034407511525
DeepSeek-Coder-1.3B,Ronald went to the mall to buy a baseball,6,0.48571428571428577
DeepSeek-Coder-1.3B,Ben cleaned out his blocked sinuses with a saline _________.,9,0.33650452317561363
DeepSeek-Coder-1.3B,Paul mispronounced the actor's name and laughed off his,16,0.12360093046856778
DeepSeek-Coder-1.3B,"In the past, the military only enlisted",11,0.4719399037242694
DeepSeek-Coder-1.3B,The college students were excited to meet the,23,0.46770717334674267
DeepSeek-Coder-1.3B,Kara couldn't believe that her guess was,9,0.6937819061732104
DeepSeek-Coder-1.3B,The children were quiet after hearing their parents,19,0.4973366142035335
DeepSeek-Coder-1.3B,Sharon majored in Education to learn how to,5,0.7071067811865475
DeepSeek-Coder-1.3B,Mitch didn't think he looked formal enough without a,12,0.0935759634220988
DeepSeek-Coder-1.3B,"Before the gala, Katie couldn't decide what to",3,-0.5
DeepSeek-Coder-1.3B,Young children playing with small toys may potentially,22,0.1624734553672477
DeepSeek-Coder-1.3B,The tiny black thing on her cheek was a lash,39,0.034554203196651305
DeepSeek-Coder-1.3B,She never recovered because there was damage to a,28,-0.2830633277661999
DeepSeek-Coder-1.3B,They discussed whether or not the word was a,33,0.20137741872558948
DeepSeek-Coder-1.3B,"After chugging the soda, Peter let out a loud",3,-0.5
DeepSeek-Coder-1.3B,The man had extreme pain in his joints from,21,0.07015407705487345
DeepSeek-Coder-1.3B,It's pleasant to watch the sunset from the,28,-0.09739176239548966
DeepSeek-Coder-1.3B,Isaac didn't know what her behavior could,20,0.6354909021704731
DeepSeek-Coder-1.3B,What Linda admired most about her mother was her,47,0.21401050479966172
DeepSeek-Coder-1.3B,Zeke's closest friends threw him a giant birthday,3,0.5
DeepSeek-Coder-1.3B,The roommates ended their friendship after a silly,12,0.29485412911622205
DeepSeek-Coder-1.3B,Jared burned his tongue while drinking the hot,7,0.5765999761251578
DeepSeek-Coder-1.3B,Lyndon hoped there wouldn't be too much garbage to,25,0.2973166691699182
DeepSeek-Coder-1.3B,In these woods there are no longer animals to,19,0.5544390218490256
DeepSeek-Coder-1.3B,The lawyer found a loophole that made the contract,12,0.11547337113266241
DeepSeek-Coder-1.3B,Nancy nervously walked up the steps of the,23,0.214476506334818
DeepSeek-Coder-1.3B,"After the thunderstorm, there was a lot of",27,0.6028105678999707
DeepSeek-Coder-1.3B,Molly stubbed her big toe and she began to,18,0.20864234378842345
DeepSeek-Coder-1.3B,The art gallery displayed sculptures of and odd,47,0.6048706454784567
DeepSeek-Coder-1.3B,The student discussed his research proposal with his,13,0.7768228171005116
DeepSeek-Coder-1.3B,David's shirt was such a boring shade of,11,0.2453808893239418
DeepSeek-Coder-1.3B,Judith wanted her grandma to teach her how to,11,-0.08414522910076115
DeepSeek-Coder-1.3B,Mark's favorite spot to fish was a pier by the,28,0.5342992992348231
DeepSeek-Coder-1.3B,The smell of the two-month old milk was extremely,25,0.39949993771414516
DeepSeek-Coder-1.3B,Adding lime juice gave the dish a much needed,26,0.6850705005710854
DeepSeek-Coder-1.3B,"To reel in the fish, Angela used a",22,0.2378047861875892
DeepSeek-Coder-1.3B,"More than anything, the little girl liked to drink",14,0.5634072059521862
DeepSeek-Coder-1.3B,"When the musicians played, they always kept the",20,0.5933658197872987
DeepSeek-Coder-1.3B,Patrick did not think Kayla was worth fighting,5,0.6668859288553503
DeepSeek-Coder-1.3B,"During the summer, Sam liked going to the nearby",22,0.6276091593165843
DeepSeek-Coder-1.3B,The movie was popular even though it was,26,0.6385295901554033
DeepSeek-Coder-1.3B,The room was depressing and needed much more,17,0.18562335405021269
DeepSeek-Coder-1.3B,Allison was also from Britain but from a different,16,0.17227440124950277
DeepSeek-Coder-1.3B,"Every morning, Jeff poured his coffee into a",5,0.5642880936468347
DeepSeek-Coder-1.3B,The building isn't for sale but it's available to,5,0.4472135954999579
DeepSeek-Coder-1.3B,Christopher said he had to keep his faith in,22,0.16728768926494156
DeepSeek-Coder-1.3B,Martha covered the boiling pot with a,6,0.7589709258986453
DeepSeek-Coder-1.3B,The failing college student had to see the,25,0.339053471207113
DeepSeek-Coder-1.3B,The farmer's plants grew well in the nutrient-dense,9,0.1836180719054506
DeepSeek-Coder-1.3B,Nicole spent the day watching TV when she was,11,0.03344729377972476
DeepSeek-Coder-1.3B,"The garden looked okay, but needed new",29,0.25430324880770366
DeepSeek-Coder-1.3B,The tennis match became exciting after the score was,7,0.4728662437434604
DeepSeek-Coder-1.3B,"After pacing around the room, the flustered man",31,0.30798688469768276
DeepSeek-Coder-1.3B,Paul quickly grabbed the beer and began to,7,0.07484811885651198
DeepSeek-Coder-1.3B,As he left the insulted man made a,30,0.28356463337149357
DeepSeek-Coder-1.3B,The new widow was having difficulty learning to,21,0.5413595200234769
DeepSeek-Coder-1.3B,All that woman ever wants to do is,24,0.19528431101941263
DeepSeek-Coder-1.3B,They made no progress; they just went in a,20,0.38167904270134617
DeepSeek-Coder-1.3B,"When it's hot, Liz always wears her hair in",19,0.20623522155001917
DeepSeek-Coder-1.3B,Molly said the plane ride was turbulent and,20,0.23919572764440392
DeepSeek-Coder-1.3B,His date wouldn't go to prom in her sister's,10,-0.11607408613981622
DeepSeek-Coder-1.3B,Emma thought the plastic fruit on display was,21,0.2642413979135285
DeepSeek-Coder-1.3B,Katherine took the ball of yarn and began to,13,0.2389262885734545
DeepSeek-Coder-1.3B,It is always relaxing to read on the,22,0.18362413432417404
